State,Date,Hourly Demand Met (in MW),,,,
Madhya Pradesh - 2025,16-Nov 7pm,11180.27,,,,
Madhya Pradesh - 2025,16-Nov 8pm,10354.89,,,,
Madhya Pradesh - 2025,16-Nov 9pm,9751.11,,,,
Madhya Pradesh - 2025,16-Nov 10pm,9435.97,,,,
Madhya Pradesh - 2025,16-Nov 11pm,9891.86,,,,
Madhya Pradesh - 2025,17-Nov 12am,9431.13,,,,
Madhya Pradesh - 2025,17-Nov 1am,9375.96,,,,
Madhya Pradesh - 2025,17-Nov 2am,8555.65,,,,
Madhya Pradesh - 2025,17-Nov 3am,8684.41,,,,
Madhya Pradesh - 2025,17-Nov 4am,8730.82,,,,
Madhya Pradesh - 2025,17-Nov 5am,9213.01,,,,
Madhya Pradesh - 2025,17-Nov 6am,9643.28,,,,
Madhya Pradesh - 2025,17-Nov 7am,11779.73,,,,
Madhya Pradesh - 2025,17-Nov 8am,12716.72,,,,
Madhya Pradesh - 2025,17-Nov 9am,14520.51,,,,
Madhya Pradesh - 2025,17-Nov 10am,14944.35,,,,
Madhya Pradesh - 2025,17-Nov 11am,14240.05,,,,
Madhya Pradesh - 2025,17-Nov 12pm,12881.99,,,,
Madhya Pradesh - 2025,17-Nov 1pm,13447.79,,,,
Madhya Pradesh - 2025,17-Nov 2pm,13157.17,,,,
Madhya Pradesh - 2025,17-Nov 3pm,13653.82,,,,
Madhya Pradesh - 2025,17-Nov 4pm,13520.13,,,,
Madhya Pradesh - 2025,17-Nov 5pm,13176.3,,,,
Madhya Pradesh - 2025,17-Nov 6pm,11139.16,,,,
Madhya Pradesh - 2025,17-Nov 7pm,9844.92,,,,
Madhya Pradesh - 2025,17-Nov 8pm,9741.55,,,,
Madhya Pradesh - 2025,17-Nov 9pm,9658.98,,,,
Madhya Pradesh - 2025,17-Nov 10pm,9507.47,,,,
Madhya Pradesh - 2025,17-Nov 11pm,10047.33,,,,
Madhya Pradesh - 2025,18-Nov 12am,9289.76,,,,
Madhya Pradesh - 2025,18-Nov 1am,9320.44,,,,
Madhya Pradesh - 2025,18-Nov 2am,8364.74,,,,
Madhya Pradesh - 2025,18-Nov 3am,8692.46,,,,
Madhya Pradesh - 2025,18-Nov 4am,8579.73,,,,
Madhya Pradesh - 2025,18-Nov 5am,8957.16,,,,
Madhya Pradesh - 2025,18-Nov 6am,9836.48,,,,
Madhya Pradesh - 2025,18-Nov 7am,11692.27,,,,
Madhya Pradesh - 2025,18-Nov 8am,12140.08,,,,
Madhya Pradesh - 2025,18-Nov 9am,13663.73,,,,
Madhya Pradesh - 2025,18-Nov 10am,14149.93,,,,
Madhya Pradesh - 2025,18-Nov 11am,14388.58,,,,
Madhya Pradesh - 2025,18-Nov 12pm,13150.02,,,,
Madhya Pradesh - 2025,18-Nov 1pm,13638.17,,,,
Madhya Pradesh - 2025,18-Nov 2pm,13523.84,,,,
Madhya Pradesh - 2025,18-Nov 3pm,13888.02,,,,
Madhya Pradesh - 2025,18-Nov 4pm,13261.84,,,,
Madhya Pradesh - 2025,18-Nov 5pm,13397.2,,,,
Madhya Pradesh - 2025,18-Nov 6pm,11600.37,,,,
Madhya Pradesh - 2025,18-Nov 7pm,9986.75,,,,
Madhya Pradesh - 2025,18-Nov 8pm,10018.9,,,,
Madhya Pradesh - 2025,18-Nov 9pm,9659.3,,,,
Madhya Pradesh - 2025,18-Nov 10pm,9075.05,,,,
Madhya Pradesh - 2025,18-Nov 11pm,9483.84,,,,
Madhya Pradesh - 2025,19-Nov 12am,9091.92,,,,
Madhya Pradesh - 2025,19-Nov 1am,9247.42,,,,
Madhya Pradesh - 2025,19-Nov 2am,8569.71,,,,
Madhya Pradesh - 2025,19-Nov 3am,8853.89,,,,
Madhya Pradesh - 2025,19-Nov 4am,8725.94,,,,
Madhya Pradesh - 2025,19-Nov 5am,9247.66,,,,
Madhya Pradesh - 2025,19-Nov 6am,9483.02,,,,
Madhya Pradesh - 2025,19-Nov 7am,11965.21,,,,
Madhya Pradesh - 2025,19-Nov 8am,13248.7,,,,
Madhya Pradesh - 2025,19-Nov 9am,14525.63,,,,
Madhya Pradesh - 2025,19-Nov 10am,14124.93,,,,
Madhya Pradesh - 2025,19-Nov 11am,13808.47,,,,
Madhya Pradesh - 2025,19-Nov 12pm,13319.77,,,,
Madhya Pradesh - 2025,19-Nov 1pm,14129.8,,,,
Madhya Pradesh - 2025,19-Nov 2pm,14046.71,,,,
Madhya Pradesh - 2025,19-Nov 3pm,13483.54,,,,
Madhya Pradesh - 2025,19-Nov 4pm,14013.36,,,,
Madhya Pradesh - 2025,19-Nov 5pm,13552.52,,,,
Madhya Pradesh - 2025,19-Nov 6pm,11541.95,,,,
Madhya Pradesh - 2025,19-Nov 7pm,9930.73,,,,
Madhya Pradesh - 2025,19-Nov 8pm,9520.43,,,,
Madhya Pradesh - 2025,19-Nov 9pm,9420.73,,,,
Madhya Pradesh - 2025,19-Nov 10pm,9535.73,,,,
Madhya Pradesh - 2025,19-Nov 11pm,9877.88,,,,
Madhya Pradesh - 2025,20-Nov 12am,10003.42,,,,
Madhya Pradesh - 2025,20-Nov 1am,9973.19,,,,
Madhya Pradesh - 2025,20-Nov 2am,9014.49,,,,
Madhya Pradesh - 2025,20-Nov 3am,9476.2,,,,
Madhya Pradesh - 2025,20-Nov 4am,9408.45,,,,
Madhya Pradesh - 2025,20-Nov 5am,9598.88,,,,
Madhya Pradesh - 2025,20-Nov 6am,9555.64,,,,
Madhya Pradesh - 2025,20-Nov 7am,12685.06,,,,
Madhya Pradesh - 2025,20-Nov 8am,13742.69,,,,
Madhya Pradesh - 2025,20-Nov 9am,15366.31,,,,
Madhya Pradesh - 2025,20-Nov 10am,15057.13,,,,
Madhya Pradesh - 2025,20-Nov 11am,15221.03,,,,
Madhya Pradesh - 2025,20-Nov 12pm,13908.12,,,,
Madhya Pradesh - 2025,20-Nov 1pm,14514.08,,,,
Madhya Pradesh - 2025,20-Nov 2pm,14369.27,,,,
Madhya Pradesh - 2025,20-Nov 3pm,14470.36,,,,
Madhya Pradesh - 2025,20-Nov 4pm,14076.55,,,,
Madhya Pradesh - 2025,20-Nov 5pm,13910.57,,,,
Madhya Pradesh - 2025,20-Nov 6pm,11608.4,,,,
Madhya Pradesh - 2025,20-Nov 7pm,10066.04,,,,
Madhya Pradesh - 2025,20-Nov 8pm,9789.81,,,,
Madhya Pradesh - 2025,20-Nov 9pm,9352.35,,,,
Madhya Pradesh - 2025,20-Nov 10pm,9435.11,,,,
Madhya Pradesh - 2025,20-Nov 11pm,10270.43,,,,
Madhya Pradesh - 2025,21-Nov 12am,10167.75,,,,
Madhya Pradesh - 2025,21-Nov 1am,10009.96,,,,
Madhya Pradesh - 2025,21-Nov 2am,9110.4,,,,
Madhya Pradesh - 2025,21-Nov 3am,9689.53,,,,
Madhya Pradesh - 2025,21-Nov 4am,9802.91,,,,
Madhya Pradesh - 2025,21-Nov 5am,9855.3,,,,
Madhya Pradesh - 2025,21-Nov 6am,9754.9,,,,
Madhya Pradesh - 2025,21-Nov 7am,12644.26,,,,
Madhya Pradesh - 2025,21-Nov 8am,13552.73,,,,
Madhya Pradesh - 2025,21-Nov 9am,15697.38,,,,
Madhya Pradesh - 2025,21-Nov 10am,15251.76,,,,
Madhya Pradesh - 2025,21-Nov 11am,15064.25,,,,
Madhya Pradesh - 2025,21-Nov 12pm,14635.58,,,,
Madhya Pradesh - 2025,21-Nov 1pm,15194.45,,,,
Madhya Pradesh - 2025,21-Nov 2pm,14631.26,,,,
Madhya Pradesh - 2025,21-Nov 3pm,14270.68,,,,
Madhya Pradesh - 2025,21-Nov 4pm,14524.55,,,,
Madhya Pradesh - 2025,21-Nov 5pm,14464.81,,,,
Madhya Pradesh - 2025,21-Nov 6pm,12443.14,,,,
Madhya Pradesh - 2025,21-Nov 7pm,10524.26,,,,
Madhya Pradesh - 2025,21-Nov 8pm,9304.88,,,,
Madhya Pradesh - 2025,21-Nov 9pm,9145.28,,,,
Madhya Pradesh - 2025,21-Nov 10pm,9814.09,,,,
Madhya Pradesh - 2025,21-Nov 11pm,10019.76,,,,
Madhya Pradesh - 2025,22-Nov 12am,9911.13,,,,
Madhya Pradesh - 2025,22-Nov 1am,9604.58,,,,
Madhya Pradesh - 2025,22-Nov 2am,9374.51,,,,
Madhya Pradesh - 2025,22-Nov 3am,9836.05,,,,
Madhya Pradesh - 2025,22-Nov 4am,9843.3,,,,
Madhya Pradesh - 2025,22-Nov 5am,9752.51,,,,
Madhya Pradesh - 2025,22-Nov 6am,9207.99,,,,
Madhya Pradesh - 2025,22-Nov 7am,12462.54,,,,
Madhya Pradesh - 2025,22-Nov 8am,13468.85,,,,
Madhya Pradesh - 2025,22-Nov 9am,15181.82,,,,
Madhya Pradesh - 2025,22-Nov 10am,15080.44,,,,
Madhya Pradesh - 2025,22-Nov 11am,14738.18,,,,
Madhya Pradesh - 2025,22-Nov 12pm,13969.24,,,,
Madhya Pradesh - 2025,22-Nov 1pm,14686.12,,,,
Madhya Pradesh - 2025,22-Nov 2pm,14405.06,,,,
Madhya Pradesh - 2025,22-Nov 3pm,14435.24,,,,
Madhya Pradesh - 2025,22-Nov 4pm,13837.41,,,,
Madhya Pradesh - 2025,22-Nov 5pm,14014.97,,,,
Madhya Pradesh - 2025,22-Nov 6pm,12172.27,,,,
Madhya Pradesh - 2025,22-Nov 7pm,10610.08,,,,
Madhya Pradesh - 2025,22-Nov 8pm,9969.22,,,,
Madhya Pradesh - 2025,22-Nov 9pm,9419.62,,,,
Madhya Pradesh - 2025,22-Nov 10pm,10010.34,,,,
Madhya Pradesh - 2025,22-Nov 11pm,10482.63,,,,
Madhya Pradesh - 2025,23-Nov 12am,10130.94,,,,
Madhya Pradesh - 2025,23-Nov 1am,10116.58,,,,
Madhya Pradesh - 2025,23-Nov 2am,9839.45,,,,
Madhya Pradesh - 2025,23-Nov 3am,10199.5,,,,
Madhya Pradesh - 2025,23-Nov 4am,10142.99,,,,
Madhya Pradesh - 2025,23-Nov 5am,9874.54,,,,
Madhya Pradesh - 2025,23-Nov 6am,9493.92,,,,
Madhya Pradesh - 2025,23-Nov 7am,12801.98,,,,
Madhya Pradesh - 2025,23-Nov 8am,13928.83,,,,
Madhya Pradesh - 2025,23-Nov 9am,15538.99,,,,
Madhya Pradesh - 2025,23-Nov 10am,15653.24,,,,
Madhya Pradesh - 2025,23-Nov 11am,15071.81,,,,
Madhya Pradesh - 2025,23-Nov 12pm,14575.91,,,,
Madhya Pradesh - 2025,23-Nov 1pm,14870.87,,,,
Madhya Pradesh - 2025,23-Nov 2pm,14788.37,,,,
Madhya Pradesh - 2025,23-Nov 3pm,14855.48,,,,
Madhya Pradesh - 2025,23-Nov 4pm,14365.52,,,,
Madhya Pradesh - 2025,23-Nov 5pm,14392.95,,,,
Madhya Pradesh - 2025,23-Nov 6pm,12462.96,,,,
Madhya Pradesh - 2025,23-Nov 7pm,11522.28,,,,
Madhya Pradesh - 2025,23-Nov 8pm,10501.15,,,,
Madhya Pradesh - 2025,23-Nov 9pm,9759.12,,,,
Madhya Pradesh - 2025,23-Nov 10pm,9617.67,,,,
Madhya Pradesh - 2025,23-Nov 11pm,10604.26,,,,
Madhya Pradesh - 2025,24-Nov 12am,10288.77,,,,
Madhya Pradesh - 2025,24-Nov 1am,10294.75,,,,
Madhya Pradesh - 2025,24-Nov 2am,9374.38,,,,
Madhya Pradesh - 2025,24-Nov 3am,9965.44,,,,
Madhya Pradesh - 2025,24-Nov 4am,9884.97,,,,
Madhya Pradesh - 2025,24-Nov 5am,10014.86,,,,
Madhya Pradesh - 2025,24-Nov 6am,9993.32,,,,
Madhya Pradesh - 2025,24-Nov 7am,12750.4,,,,
Madhya Pradesh - 2025,24-Nov 8am,14063.96,,,,
Madhya Pradesh - 2025,24-Nov 9am,15642.16,,,,
Madhya Pradesh - 2025,24-Nov 10am,15889.56,,,,
Madhya Pradesh - 2025,24-Nov 11am,15442.27,,,,
Madhya Pradesh - 2025,24-Nov 12pm,14455.12,,,,
Madhya Pradesh - 2025,24-Nov 1pm,15338.16,,,,
Madhya Pradesh - 2025,24-Nov 2pm,14751.99,,,,
Madhya Pradesh - 2025,24-Nov 3pm,14329.01,,,,
Madhya Pradesh - 2025,24-Nov 4pm,14243.24,,,,
Madhya Pradesh - 2025,24-Nov 5pm,14137.74,,,,
Madhya Pradesh - 2025,24-Nov 6pm,11907.32,,,,
Madhya Pradesh - 2025,24-Nov 7pm,10485.19,,,,
Madhya Pradesh - 2025,24-Nov 8pm,8823.06,,,,
Madhya Pradesh - 2025,24-Nov 9pm,9312.91,,,,
Madhya Pradesh - 2025,24-Nov 10pm,9588.25,,,,
Madhya Pradesh - 2025,24-Nov 11pm,10249.71,,,,
Madhya Pradesh - 2025,25-Nov 12am,10213.56,,,,
Madhya Pradesh - 2025,25-Nov 1am,10427.37,,,,
Madhya Pradesh - 2025,25-Nov 2am,9652.38,,,,
Madhya Pradesh - 2025,25-Nov 3am,10151.99,,,,
Madhya Pradesh - 2025,25-Nov 4am,9928.86,,,,
Madhya Pradesh - 2025,25-Nov 5am,10110.17,,,,
Madhya Pradesh - 2025,25-Nov 6am,9994.35,,,,
Madhya Pradesh - 2025,25-Nov 7am,12662.79,,,,
Madhya Pradesh - 2025,25-Nov 8am,13683.26,,,,
Madhya Pradesh - 2025,25-Nov 9am,15055.96,,,,
Madhya Pradesh - 2025,25-Nov 10am,14940.26,,,,
Madhya Pradesh - 2025,25-Nov 11am,15096.04,,,,
Madhya Pradesh - 2025,25-Nov 12pm,14701.64,,,,
Madhya Pradesh - 2025,25-Nov 1pm,15298.35,,,,
Madhya Pradesh - 2025,25-Nov 2pm,14760.71,,,,
Madhya Pradesh - 2025,25-Nov 3pm,14881.83,,,,
Madhya Pradesh - 2025,25-Nov 4pm,14553.53,,,,
Madhya Pradesh - 2025,25-Nov 5pm,14771.38,,,,
Madhya Pradesh - 2025,25-Nov 6pm,12346.64,,,,
Madhya Pradesh - 2025,25-Nov 7pm,10791.24,,,,
Madhya Pradesh - 2025,25-Nov 8pm,9422.1,,,,
Madhya Pradesh - 2025,25-Nov 9pm,9303.96,,,,
Madhya Pradesh - 2025,25-Nov 10pm,9486.4,,,,
Madhya Pradesh - 2025,25-Nov 11pm,10328.55,,,,
Madhya Pradesh - 2025,26-Nov 12am,10018.29,,,,
Madhya Pradesh - 2025,26-Nov 1am,10234.7,,,,
Madhya Pradesh - 2025,26-Nov 2am,9313.76,,,,
Madhya Pradesh - 2025,26-Nov 3am,9811.66,,,,
Madhya Pradesh - 2025,26-Nov 4am,9877.91,,,,
Madhya Pradesh - 2025,26-Nov 5am,9860.9,,,,
Madhya Pradesh - 2025,26-Nov 6am,9284.38,,,,
Madhya Pradesh - 2025,26-Nov 7am,12775.46,,,,
Madhya Pradesh - 2025,26-Nov 8am,13863.99,,,,
Madhya Pradesh - 2025,26-Nov 9am,15248.89,,,,
Madhya Pradesh - 2025,26-Nov 10am,15452.35,,,,
Madhya Pradesh - 2025,26-Nov 11am,15569.61,,,,
Madhya Pradesh - 2025,26-Nov 12pm,14621.71,,,,
Madhya Pradesh - 2025,26-Nov 1pm,14928.23,,,,
Madhya Pradesh - 2025,26-Nov 2pm,14849.78,,,,
Madhya Pradesh - 2025,26-Nov 3pm,14452.51,,,,
Madhya Pradesh - 2025,26-Nov 4pm,14163.4,,,,
Madhya Pradesh - 2025,26-Nov 5pm,13745.7,,,,
Madhya Pradesh - 2025,26-Nov 6pm,11990.99,,,,
Madhya Pradesh - 2025,26-Nov 7pm,10284.08,,,,
Madhya Pradesh - 2025,26-Nov 8pm,10218.08,,,,
Madhya Pradesh - 2025,26-Nov 9pm,10019.86,,,,
Madhya Pradesh - 2025,26-Nov 10pm,9530.23,,,,
Madhya Pradesh - 2025,26-Nov 11pm,10325.89,,,,
Madhya Pradesh - 2025,27-Nov 12am,10226.47,,,,
Madhya Pradesh - 2025,27-Nov 1am,10245.04,,,,
Madhya Pradesh - 2025,27-Nov 2am,9843.32,,,,
Madhya Pradesh - 2025,27-Nov 3am,10303.94,,,,
Madhya Pradesh - 2025,27-Nov 4am,10334.12,,,,
Madhya Pradesh - 2025,27-Nov 5am,10368.98,,,,
Madhya Pradesh - 2025,27-Nov 6am,10148.08,,,,
Madhya Pradesh - 2025,27-Nov 7am,13441.56,,,,
Madhya Pradesh - 2025,27-Nov 8am,13395.31,,,,
Madhya Pradesh - 2025,27-Nov 9am,14612.48,,,,
Madhya Pradesh - 2025,27-Nov 10am,15398.02,,,,
Madhya Pradesh - 2025,27-Nov 11am,15569.86,,,,
Madhya Pradesh - 2025,27-Nov 12pm,14366.71,,,,
Madhya Pradesh - 2025,27-Nov 1pm,15099.01,,,,
Madhya Pradesh - 2025,27-Nov 2pm,14769.36,,,,
Madhya Pradesh - 2025,27-Nov 3pm,14335.08,,,,
Madhya Pradesh - 2025,27-Nov 4pm,13654.97,,,,
Madhya Pradesh - 2025,27-Nov 5pm,13602.57,,,,
Madhya Pradesh - 2025,27-Nov 6pm,12027.23,,,,
Madhya Pradesh - 2025,27-Nov 7pm,10445.58,,,,
Madhya Pradesh - 2025,27-Nov 8pm,9475.67,,,,
Madhya Pradesh - 2025,27-Nov 9pm,9367.77,,,,
Madhya Pradesh - 2025,27-Nov 10pm,9905.92,,,,
Madhya Pradesh - 2025,27-Nov 11pm,10296.1,,,,
Madhya Pradesh - 2025,28-Nov 12am,10172.78,,,,
Madhya Pradesh - 2025,28-Nov 1am,10445.33,,,,
Madhya Pradesh - 2025,28-Nov 2am,10290.91,,,,
Madhya Pradesh - 2025,28-Nov 3am,10754.75,,,,
Madhya Pradesh - 2025,28-Nov 4am,10411.02,,,,
Madhya Pradesh - 2025,28-Nov 5am,10105.79,,,,
Madhya Pradesh - 2025,28-Nov 6am,10400.1,,,,
Madhya Pradesh - 2025,28-Nov 7am,13305.33,,,,
Madhya Pradesh - 2025,28-Nov 8am,14221.97,,,,
Madhya Pradesh - 2025,28-Nov 9am,14927.56,,,,
Madhya Pradesh - 2025,28-Nov 10am,15055.14,,,,
Madhya Pradesh - 2025,28-Nov 11am,15795.74,,,,
Madhya Pradesh - 2025,28-Nov 12pm,14430.57,,,,
Madhya Pradesh - 2025,28-Nov 1pm,15135.94,,,,
Madhya Pradesh - 2025,28-Nov 2pm,14744.68,,,,
Madhya Pradesh - 2025,28-Nov 3pm,15132.99,,,,
Madhya Pradesh - 2025,28-Nov 4pm,13684.9,,,,
Madhya Pradesh - 2025,28-Nov 5pm,13568.42,,,,
Madhya Pradesh - 2025,28-Nov 6pm,12330.73,,,,
Madhya Pradesh - 2025,28-Nov 7pm,10625.07,,,,
Madhya Pradesh - 2025,28-Nov 8pm,9742.24,,,,
Madhya Pradesh - 2025,28-Nov 9pm,9804.62,,,,
Madhya Pradesh - 2025,28-Nov 10pm,9760.08,,,,
Madhya Pradesh - 2025,28-Nov 11pm,10192.14,,,,
Madhya Pradesh - 2025,29-Nov 12am,10082.37,,,,
Madhya Pradesh - 2025,29-Nov 1am,10625.47,,,,
Madhya Pradesh - 2025,29-Nov 2am,10592.44,,,,
Madhya Pradesh - 2025,29-Nov 3am,11212.13,,,,
Madhya Pradesh - 2025,29-Nov 4am,11293.83,,,,
Madhya Pradesh - 2025,29-Nov 5am,10272.52,,,,
Madhya Pradesh - 2025,29-Nov 6am,10367.65,,,,
Madhya Pradesh - 2025,29-Nov 7am,12915.24,,,,
Madhya Pradesh - 2025,29-Nov 8am,14088.26,,,,
Madhya Pradesh - 2025,29-Nov 9am,15012.98,,,,
Madhya Pradesh - 2025,29-Nov 10am,14992.45,,,,
Madhya Pradesh - 2025,29-Nov 11am,15911.27,,,,
Madhya Pradesh - 2025,29-Nov 12pm,14654.95,,,,
Madhya Pradesh - 2025,29-Nov 1pm,14771.59,,,,
Madhya Pradesh - 2025,29-Nov 2pm,14950.11,,,,
Madhya Pradesh - 2025,29-Nov 3pm,14514.79,,,,
Madhya Pradesh - 2025,29-Nov 4pm,13619.64,,,,
Madhya Pradesh - 2025,29-Nov 5pm,13799.26,,,,
Madhya Pradesh - 2025,29-Nov 6pm,12249.64,,,,
Madhya Pradesh - 2025,29-Nov 7pm,10880.71,,,,
Madhya Pradesh - 2025,29-Nov 8pm,10404.62,,,,
Madhya Pradesh - 2025,29-Nov 9pm,10194.25,,,,
Madhya Pradesh - 2025,29-Nov 10pm,9775.35,,,,
Madhya Pradesh - 2025,29-Nov 11pm,10621.67,,,,
Madhya Pradesh - 2025,30-Nov 12am,10299.34,,,,
Madhya Pradesh - 2025,30-Nov 1am,10824.36,,,,
Madhya Pradesh - 2025,30-Nov 2am,10852.5,,,,
Madhya Pradesh - 2025,30-Nov 3am,11327.99,,,,
Madhya Pradesh - 2025,30-Nov 4am,11233.44,,,,
Madhya Pradesh - 2025,30-Nov 5am,10935.22,,,,
Madhya Pradesh - 2025,30-Nov 6am,10388.63,,,,
Madhya Pradesh - 2025,30-Nov 7am,13289.45,,,,
Madhya Pradesh - 2025,30-Nov 8am,14142.74,,,,
Madhya Pradesh - 2025,30-Nov 9am,14455.33,,,,
Madhya Pradesh - 2025,30-Nov 10am,14804.72,,,,
Madhya Pradesh - 2025,30-Nov 11am,15746.63,,,,
Madhya Pradesh - 2025,30-Nov 12pm,14747.94,,,,
Madhya Pradesh - 2025,30-Nov 1pm,15552.06,,,,
Madhya Pradesh - 2025,30-Nov 2pm,15211.19,,,,
Madhya Pradesh - 2025,30-Nov 3pm,14903.08,,,,
Madhya Pradesh - 2025,30-Nov 4pm,14018.09,,,,
Madhya Pradesh - 2025,30-Nov 5pm,13852.07,,,,
Madhya Pradesh - 2025,30-Nov 6pm,13016.84,,,,
Madhya Pradesh - 2025,30-Nov 7pm,11885.14,,,,
Madhya Pradesh - 2025,30-Nov 8pm,10739.84,,,,
Madhya Pradesh - 2025,30-Nov 9pm,9896.36,,,,
Madhya Pradesh - 2025,30-Nov 10pm,9924.39,,,,
Madhya Pradesh - 2025,30-Nov 11pm,10595.51,,,,
Madhya Pradesh - 2025,01-Dec 12am,10147.13,,,,
Madhya Pradesh - 2025,01-Dec 1am,10753.27,,,,
Madhya Pradesh - 2025,01-Dec 2am,10715.92,,,,
Madhya Pradesh - 2025,01-Dec 3am,11072.65,,,,
Madhya Pradesh - 2025,01-Dec 4am,11064.51,,,,
Madhya Pradesh - 2025,01-Dec 5am,10886.43,,,,
Madhya Pradesh - 2025,01-Dec 6am,10619.35,,,,
Madhya Pradesh - 2025,01-Dec 7am,13210.35,,,,
Madhya Pradesh - 2025,01-Dec 8am,14103.36,,,,
Madhya Pradesh - 2025,01-Dec 9am,15469.74,,,,
Madhya Pradesh - 2025,01-Dec 10am,15715.5,,,,
Madhya Pradesh - 2025,01-Dec 11am,15466.85,,,,
Madhya Pradesh - 2025,01-Dec 12pm,14304.58,,,,
Madhya Pradesh - 2025,01-Dec 1pm,15406.47,,,,
Madhya Pradesh - 2025,01-Dec 2pm,14794.11,,,,
Madhya Pradesh - 2025,01-Dec 3pm,15016.65,,,,
Madhya Pradesh - 2025,01-Dec 4pm,13943.77,,,,
Madhya Pradesh - 2025,01-Dec 5pm,13707.39,,,,
Madhya Pradesh - 2025,01-Dec 6pm,12289.45,,,,
Madhya Pradesh - 2025,01-Dec 7pm,10805.63,,,,
Madhya Pradesh - 2025,01-Dec 8pm,9687.08,,,,
Madhya Pradesh - 2025,01-Dec 9pm,9716.22,,,,
Madhya Pradesh - 2025,01-Dec 10pm,9668.5,,,,
Madhya Pradesh - 2025,01-Dec 11pm,10138.03,,,,
Madhya Pradesh - 2025,02-Dec 12am,10027.31,,,,
Madhya Pradesh - 2025,02-Dec 1am,9921.79,,,,
Madhya Pradesh - 2025,02-Dec 2am,10311.33,,,,
Madhya Pradesh - 2025,02-Dec 3am,10529.96,,,,
Madhya Pradesh - 2025,02-Dec 4am,10634.29,,,,
Madhya Pradesh - 2025,02-Dec 5am,10285.78,,,,
Madhya Pradesh - 2025,02-Dec 6am,10227.87,,,,
Madhya Pradesh - 2025,02-Dec 7am,13167.05,,,,
Madhya Pradesh - 2025,02-Dec 8am,14040.85,,,,
Madhya Pradesh - 2025,02-Dec 9am,15324.64,,,,
Madhya Pradesh - 2025,02-Dec 10am,15465.26,,,,
Madhya Pradesh - 2025,02-Dec 11am,15754.07,,,,
Madhya Pradesh - 2025,02-Dec 12pm,14675.4,,,,
Madhya Pradesh - 2025,02-Dec 1pm,15201.4,,,,
Madhya Pradesh - 2025,02-Dec 2pm,15117.54,,,,
Madhya Pradesh - 2025,02-Dec 3pm,14891.76,,,,
Madhya Pradesh - 2025,02-Dec 4pm,13674.68,,,,
Madhya Pradesh - 2025,02-Dec 5pm,13353.45,,,,
Madhya Pradesh - 2025,02-Dec 6pm,12076.24,,,,
Madhya Pradesh - 2025,02-Dec 7pm,10766.68,,,,
Madhya Pradesh - 2025,02-Dec 8pm,9630.44,,,,
Madhya Pradesh - 2025,02-Dec 9pm,9631.84,,,,
Madhya Pradesh - 2025,02-Dec 10pm,9680.23,,,,
Madhya Pradesh - 2025,02-Dec 11pm,10141.69,,,,
Madhya Pradesh - 2025,03-Dec 12am,10349.53,,,,
Madhya Pradesh - 2025,03-Dec 1am,10751.56,,,,
Madhya Pradesh - 2025,03-Dec 2am,10633.86,,,,
Madhya Pradesh - 2025,03-Dec 3am,10858.49,,,,
Madhya Pradesh - 2025,03-Dec 4am,10867.92,,,,
Madhya Pradesh - 2025,03-Dec 5am,10541.67,,,,
Madhya Pradesh - 2025,03-Dec 6am,10323.86,,,,
Madhya Pradesh - 2025,03-Dec 7am,13310.16,,,,
Madhya Pradesh - 2025,03-Dec 8am,14277.36,,,,
Madhya Pradesh - 2025,03-Dec 9am,15150.28,,,,
Madhya Pradesh - 2025,03-Dec 10am,15112.31,,,,
Madhya Pradesh - 2025,03-Dec 11am,15527.16,,,,
Madhya Pradesh - 2025,03-Dec 12pm,13765.42,,,,
Madhya Pradesh - 2025,03-Dec 1pm,15705.62,,,,
Madhya Pradesh - 2025,03-Dec 2pm,15578.59,,,,
Madhya Pradesh - 2025,03-Dec 3pm,14770,,,,
Madhya Pradesh - 2025,03-Dec 4pm,13757.74,,,,
Madhya Pradesh - 2025,03-Dec 5pm,13240.34,,,,
Madhya Pradesh - 2025,03-Dec 6pm,12114.66,,,,
Madhya Pradesh - 2025,03-Dec 7pm,11042.9,,,,
Madhya Pradesh - 2025,03-Dec 8pm,9689.42,,,,
Madhya Pradesh - 2025,03-Dec 9pm,9477.44,,,,
Madhya Pradesh - 2025,03-Dec 10pm,9633.01,,,,
Madhya Pradesh - 2025,03-Dec 11pm,10411.87,,,,
Madhya Pradesh - 2025,04-Dec 12am,9989.2,,,,
Madhya Pradesh - 2025,04-Dec 1am,10394.79,,,,
Madhya Pradesh - 2025,04-Dec 2am,10632.21,,,,
Madhya Pradesh - 2025,04-Dec 3am,11042.38,,,,
Madhya Pradesh - 2025,04-Dec 4am,11090.96,,,,
Madhya Pradesh - 2025,04-Dec 5am,10862.27,,,,
Madhya Pradesh - 2025,04-Dec 6am,10019.24,,,,
Madhya Pradesh - 2025,04-Dec 7am,12814.75,,,,
Madhya Pradesh - 2025,04-Dec 8am,13885.86,,,,
Madhya Pradesh - 2025,04-Dec 9am,14846.32,,,,
Madhya Pradesh - 2025,04-Dec 10am,14979.78,,,,
Madhya Pradesh - 2025,04-Dec 11am,15279.89,,,,
Madhya Pradesh - 2025,04-Dec 12pm,14273.3,,,,
Madhya Pradesh - 2025,04-Dec 1pm,15310.85,,,,
Madhya Pradesh - 2025,04-Dec 2pm,15533.25,,,,
Madhya Pradesh - 2025,04-Dec 3pm,14892.4,,,,
Madhya Pradesh - 2025,04-Dec 4pm,13605.06,,,,
